audio,text,description
/home/jupyter-koustav/fine_tuning/test_p/17892724269550801638.wav,"bāhara sathita ṭāpūāṃ ‘te saṃbhava taura ‘te karaiḍiṭa kāraḍa savīkāra nahīṃ hoṇage, hālāṃki briṭiśa ate saṃyukata rāja dī mudarā savīkāra kītī jā sakadī hai; iha patā karana laī mālaka nūṃ pahilāṃ hī puccha lavo ki uhanāṃ kola savīkārayoga bhugatāna vidhī kihar̤ī hai.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4594747378581512228.wav,"do bālaga bacciāṃ nāla viāha karana vāle ḍiūvaila ne usa milara 'te koī śāpa nahīṃ chaḍḍī, jisa nāla kahāṇī sabaṃdhita sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/12990952362587651917.wav,"do bālaga bacciāṃ nāla viāha karana vāle ḍiūvaila ne usa milara 'te koī śāpa nahīṃ chaḍḍī, jisa nāla kahāṇī sabaṃdhita sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/5306873212936485639.wav,"do bālaga bacciāṃ nāla viāha karana vāle ḍiūvaila ne usa milara 'te koī śāpa nahīṃ chaḍḍī, jisa nāla kahāṇī sabaṃdhita sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/9312354194959427281.wav,yūaisae jimanāsaṭikasa saṃyukata rāja olaṃpika dī kameṭī de pattara dā samarathana karadā hai ate sāḍe sāre khiḍārīāṃ laī ikka surakkhiata vātāvaraṇa nūṃ praphullata karaṇa laī ikka olaṃpika parivāra dī ḍhukkavīṃ jarūrata nūṃ savīkāra karadā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4902844184950490927.wav,yūaisae jimanāsaṭikasa saṃyukata rāja olaṃpika dī kameṭī de pattara dā samarathana karadā hai ate sāḍe sāre khiḍārīāṃ laī ikka surakkhiata vātāvaraṇa nūṃ praphullata karaṇa laī ikka olaṃpika parivāra dī ḍhukkavīṃ jarūrata nūṃ savīkāra karadā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4724399976196222984.wav,iha hādasā pahār̤ī ilākiāṃ vicca hoiā hai ate manniā jāṃdā hai ki iha duśamaṇī dī agga dā natījā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/2543297407407509791.wav,iha hādasā pahār̤ī ilākiāṃ vicca hoiā hai ate manniā jāṃdā hai ki iha duśamaṇī dī agga dā natījā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/8239921873738299385.wav,iha hādasā pahār̤ī ilākiāṃ vicca hoiā hai ate manniā jāṃdā hai ki iha duśamaṇī dī agga dā natījā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/8946795916777233317.wav,maujūdā saineṭara ate arajanaṭīnā dī pharasaṭa leḍī krisaṭīnā pharanaiṃḍīza ḍe karacanara ne kalla śāma biūnasa āirasa toṃ 50 kilomīṭara (31 mīla) dūra sathita śahira “lā palātā” vicca āpaṇī rāśaṭarapatī ahude dī umīdavārī dā ailāna kītā.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/3690957188278934516.wav,kalla savere turakī de gāzīāṃṭaipa vikhe pulisa haiḍakuāṭara vicca hoe kāra baṃba dhamāke vicca do pulisa adhikārī māre gae ate vīha toṃ vaddha hora loka zakhamī ho gae.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/11284653618389604650.wav,"krāṃtīkārī jaṃga de daurāna, terāṃ rājāṃ ne mila ke ikka kamazora keṃdarī sarakāra baṇāī - jisa vicca mahāṃsaṃgha dīāṃ dhārāvāṃ de tahita - jisadā kāṃgarasa hī mukkha dhurā sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4930531512845062105.wav,"krāṃtīkārī jaṃga de daurāna, terāṃ rājāṃ ne mila ke ikka kamazora keṃdarī sarakāra baṇāī - jisa vicca mahāṃsaṃgha dīāṃ dhārāvāṃ de tahita - jisadā kāṃgarasa hī mukkha dhurā sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/16014499836546766159.wav,iha khiḍārīāṃ nūṃ ḍivāīsa nūṃ havā rāhīṃ isa thāṃ toṃ dūjī thāṃ 'te lijā ke vīḍīo gemāṃ viccalīāṃ kiriāvāṃ ate harakatāṃ nūṃ niyaṃtarita karana dī āgiā devegā.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/16448290845973942565.wav,iha khiḍārīāṃ nūṃ ḍivāīsa nūṃ havā rāhīṃ isa thāṃ toṃ dūjī thāṃ 'te lijā ke vīḍīo gemāṃ viccalīāṃ kiriāvāṃ ate harakatāṃ nūṃ niyaṃtarita karana dī āgiā devegā.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/6511915243012918571.wav,"jekara tusīṃ kāravāī de ner̤e rahiṇā cāhuṃde ho, tāṃ tuhānūṃ saṃgīta de ner̤e ikka kaiṃpiṃga sāīṭa ‘te jaladī jāṇā pavegā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/3015545781386318428.wav,"jekara tusīṃ kāravāī de ner̤e rahiṇā cāhuṃde ho, tāṃ tuhānūṃ saṃgīta de ner̤e ikka kaiṃpiṃga sāīṭa ‘te jaladī jāṇā pavegā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4557578003329004656.wav,"ziādātara choṭe ṭāpū sutaṃtara rāśaṭara hana, jāṃ pharāṃsa nāla jur̤e hana, ate ihanāṃ nūṃ lagazarī bīca rizoraṭasa vajoṃ jāṇiā jāṃdā hai.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/1418292508861602843.wav,vaiṭīkana śahira dī janasaṃkhiā lagapaga 800 hai. iha saṃsāra vicca sabhatoṃ ghaṭṭa vassoṃ vālā sabhatoṃ choṭā sutaṃtara deśa hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/17380074520002026778.wav,vaiṭīkana śahira dī janasaṃkhiā lagapaga 800 hai. iha saṃsāra vicca sabhatoṃ ghaṭṭa vassoṃ vālā sabhatoṃ choṭā sutaṃtara deśa hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/5322185063028755906.wav,vaiṭīkana śahira dī janasaṃkhiā lagapaga 800 hai. iha saṃsāra vicca sabhatoṃ ghaṭṭa vassoṃ vālā sabhatoṃ choṭā sutaṃtara deśa hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/7577354132152578278.wav,"1960 de dahāke daurāna, brejiṃsakī ne jauhana aipha. kaineḍī laī uhanāṃ de salāhakāra ate phira liṃḍana bī. jānnasana praśāsana de rūpa vicca kamma kītā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/14769714496548305027.wav,"1960 de dahāke daurāna, brejiṃsakī ne jauhana aipha. kaineḍī laī uhanāṃ de salāhakāra ate phira liṃḍana bī. jānnasana praśāsana de rūpa vicca kamma kītā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/7188159175463728873.wav,"tuhāḍe laī sī śabada sameta sāre nāṃva, hameśāṃ ikka vaḍḍe akkhara nāla śurū huṃde hana, bhāveṃ uha kise vāka de addha vicca hī kiuṃ nā hoṇa.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/8586209633797620199.wav,"perī ne kihā ki uha ""ajja rāta nūṃ guṭṭa de natījiāṃ nūṃ mulāṃkaṇa laī ṭaikasāsa vāpasa āuṇage, iha niradhārata karanage ki itthe isa daur̤a vicca khuda laī agge jāṇa laī rasatā hai jāṃ nahīṃ"" para bāada vicca uhanāṃ ne kihā ki uha daur̤a vicca ṭike rahiṇage ate 21 janavarī nūṃ dakkhaṇī kārolinā prāimarī vicca pūrā karanage.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/15286032362599436262.wav,"perī ne kihā ki uha ""ajja rāta nūṃ guṭṭa de natījiāṃ nūṃ mulāṃkaṇa laī ṭaikasāsa vāpasa āuṇage, iha niradhārata karanage ki itthe isa daur̤a vicca khuda laī agge jāṇa laī rasatā hai jāṃ nahīṃ"" para bāada vicca uhanāṃ ne kihā ki uha daur̤a vicca ṭike rahiṇage ate 21 janavarī nūṃ dakkhaṇī kārolinā prāimarī vicca pūrā karanage.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/8319320862151921962.wav,"viśeśa rūpa vicca, iha dāavā kītā jāṃdā hai ki koī ṭhīka ṭhīka sūkhama abhiviakatīāṃ dī viākhiā nāla iha patā lagā sakadā hai ki ika viakatī jhūṭha bola rihā hai.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/6994518194684141533.wav,"bacciāṃ nūṃ phosaṭara keara vicca kaī kāranāṃ karake rakkhiā jāṃdā hai jinhāṃ vicca aṇagahilī, duravihāra ate itthoṃ takka ki jabaradasatī luṭṭa varage kārana vī śāmala huṃde hana.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/11382418937847332386.wav,"leṭana ne pradhānamaṃtarī de nāla mulākāta daurāna kaṃzaraveṭiva duārā vātāvaraṇa billa vicca badalāa karana laī kihā, uhanāṃ ne kaṃzaraveṭiva pāraṭī de vātāvaraṇa billa nūṃ “caṃgī tarhāṃ ate saṃpūrana rūpa vicca dubārā likhaṇa” laī kihā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/14300412829252435531.wav,"leṭana ne pradhānamaṃtarī de nāla mulākāta daurāna kaṃzaraveṭiva duārā vātāvaraṇa billa vicca badalāa karana laī kihā, uhanāṃ ne kaṃzaraveṭiva pāraṭī de vātāvaraṇa billa nūṃ “caṃgī tarhāṃ ate saṃpūrana rūpa vicca dubārā likhaṇa” laī kihā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/10299518583069804409.wav,"leṭana ne pradhānamaṃtarī de nāla mulākāta daurāna kaṃzaraveṭiva duārā vātāvaraṇa billa vicca badalāa karana laī kihā, uhanāṃ ne kaṃzaraveṭiva pāraṭī de vātāvaraṇa billa nūṃ “caṃgī tarhāṃ ate saṃpūrana rūpa vicca dubārā likhaṇa” laī kihā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/3892213842331389360.wav,"ḍela paiṭaro nūṃ dūje saiṭṭa pahilā phāidā hoiā, para 6-6 'te pahuṃcaṇa toṃ bāada ikka ṭāī breka dī bahuta lor̤a sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/15962182675608092866.wav,"ḍela paiṭaro nūṃ dūje saiṭṭa pahilā phāidā hoiā, para 6-6 'te pahuṃcaṇa toṃ bāada ikka ṭāī breka dī bahuta lor̤a sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4414113890302482880.wav,"khetarī ate mausamī gaṃbhīra mausama vicca balizaraḍa, baraphīlī havāvāṃ, baraphīle tūphāna ate dhūr̤a de tūphāna śāmala hana.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/12237871363707276322.wav,"khetarī ate mausamī gaṃbhīra mausama vicca balizaraḍa, baraphīlī havāvāṃ, baraphīle tūphāna ate dhūr̤a de tūphāna śāmala hana.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/6664899240817708033.wav,ho sakadā hai iha jor̤e uhanāṃ de bacce nūṃ goda laiṇa saṃbaṃdhī yojanā baṇāuṇa nūṃ cuṇana.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/12654607868946171068.wav,ho sakadā hai iha jor̤e uhanāṃ de bacce nūṃ goda laiṇa saṃbaṃdhī yojanā baṇāuṇa nūṃ cuṇana.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/15523044289245610911.wav,ho sakadā hai iha jor̤e uhanāṃ de bacce nūṃ goda laiṇa saṃbaṃdhī yojanā baṇāuṇa nūṃ cuṇana.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/13517675879487921599.wav,ajihī koī viāpaka paribhāśā nahīṃ hai jisa laī niramāṇita vasatuāṃ prācīna hana. kujha ṭaikasa ejaṃsīāṃ 100 sāla toṃ vaddha purāṇīāṃ vasatūāṃ nūṃ prācīna vasatūāṃ vajoṃ paribhāśata karadīāṃ hana.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/14053119734866110583.wav,"balauga vidiārathī dī likhāī sudhārana vicca vī madada kara sakade hana. bhāveṃ vidiārathī akasara āpaṇe balauga anubhava nūṃ betaratībe viākarana ate śabada-jor̤a nāla śurū karade hana, daraśakāṃ dī maujūdagī āma taura ‘te ihanāṃ nūṃ badala diṃdī hai.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/11199773158033037271.wav,"jadoṃ sāre mauzūda sarota kise saṃgaṭhana de kārajātamaka vibhāgāṃ vicca prabhāvī rūpa nāla varate jāṃde hana, tāṃ racanātamakatā ate pravīṇatā zāhara huṃdī hai.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/17219608325754052612.wav,"sūcanāvāṃ mutābaka usadī umara 20 sāla dassī jā rahī sī. ikka biāna vicca, bībara ne kihā, ""maiṃ isa dukhadāī hādase vicca maujūda nahīṃ sī ate nā hī siddhe taura ‘te śāmala sī, pīr̤ata de parivāra nāla merī hamadaradī ate prārathanāvāṃ hana.""",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/15409347695657087233.wav,"misara dī vailī āfa da ḍaiḍḍa aṃdara maujūda gīzā palaiṭo, jāṃ “gīzā nekaropolisa” vicca kaī pirāmiḍa (jinhāṃ viccoṃ mahāna pirāmiḍa sabha toṃ vaḍḍā hai), kaī choṭe makabare, kaī maṃdara, ate mahāna saphiṃkasa maujūda hana.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/5524258323889070223.wav,brahimaṃḍa vicca hara cīza padāratha dī baṇī hai. sārī dhāṃta choṭe-choṭe kaṇāṃ nāla baṇī huṃdī hai jisa nūṃ paramāṇū kihā jāṃdā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/1600399114096494076.wav,brahimaṃḍa vicca hara cīza padāratha dī baṇī hai. sārī dhāṃta choṭe-choṭe kaṇāṃ nāla baṇī huṃdī hai jisa nūṃ paramāṇū kihā jāṃdā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/17404486450828694468.wav,brahimaṃḍa vicca hara cīza padāratha dī baṇī hai. sārī dhāṃta choṭe-choṭe kaṇāṃ nāla baṇī huṃdī hai jisa nūṃ paramāṇū kihā jāṃdā hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/3180848998474953557.wav,"1988 toṃ, bailaṭa bakase pāradaraśī hoṇe cāhīde hana tāṃ jo voṭara ate nirīkhaka dekha sakaṇa ki coṇāṃ dī śurūāta vele bakasiāṃ vicca koī lifāfe maujūda nahīṃ hana ate vidhīvata giṇīāṃ gaīāṃ ate adhikārata voṭarāṃ toṃ ilāvā koī hora lifāfe śāmala nahīṃ kīte gae.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/10885358364536290027.wav,"itthe aje vī bahuta sāre ādamī ate auratāṃ jiuṃde hana jo usa sameṃ bacca gae, ate bahuta sāre yahūdī ate gaira-yahūdī hana jinhāṃ de azīzāṃ dā katala kītā giā sī jāṃ mauta dī sazā dittī gaī sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/2932903231209754775.wav,"itthe aje vī bahuta sāre ādamī ate auratāṃ jiuṃde hana jo usa sameṃ bacca gae, ate bahuta sāre yahūdī ate gaira-yahūdī hana jinhāṃ de azīzāṃ dā katala kītā giā sī jāṃ mauta dī sazā dittī gaī sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/2735870124172824072.wav,ho sakadā hai jaṃgalī bacciāṃ ne chaḍḍe jāṇa jāṃ bhajjaṇa toṃ pahilāṃ atiaṃta sośaṇa jāṃ sadamiāṃ nūṃ baradāśata kītā hove.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/5226968203276673551.wav,ho sakadā hai jaṃgalī bacciāṃ ne chaḍḍe jāṇa jāṃ bhajjaṇa toṃ pahilāṃ atiaṃta sośaṇa jāṃ sadamiāṃ nūṃ baradāśata kītā hove.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/985968337956103155.wav,ho sakadā hai jaṃgalī bacciāṃ ne chaḍḍe jāṇa jāṃ bhajjaṇa toṃ pahilāṃ atiaṃta sośaṇa jāṃ sadamiāṃ nūṃ baradāśata kītā hove.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/2457457943621010032.wav,mahilāvāṃ: iha sifāraśa kītī jāṃdī hai ki je koī vī mahilā yātarī āpaṇī asala vivāhita sathitī dī pravāha kīte iha kahe ki uha vivāhita hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/16020830822234032603.wav,mahilāvāṃ: iha sifāraśa kītī jāṃdī hai ki je koī vī mahilā yātarī āpaṇī asala vivāhita sathitī dī pravāha kīte iha kahe ki uha vivāhita hai.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/13285188138706466896.wav,"isa laī, iha saṃbhāvanā hai ki saṃketa lipī nūṃ kise lebala de rūpa vicca śāmala kītā giā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/2163062300083570611.wav,"isa laī, iha saṃbhāvanā hai ki saṃketa lipī nūṃ kise lebala de rūpa vicca śāmala kītā giā.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/10190844180610990943.wav,"thrī kiṃgaḍamaza prācīna cīna de itihāsa de sabha toṃ k͟hūnī yuggāṃ viccoṃ ikka sī, hazārāṃ loka śīāna de śānadāra mahila dī sabha toṃ ucce tak͟hata 'te baiṭhaṇa laī lar̤ade hoe māre gae.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/2012355589692324574.wav,"hasapatāla ne inafaikaśana de niyaṃtrana laī proṭokola dā pālaṇa kītā hai, jisa vicca marīza nūṃ bākīāṃ toṃ alagga karanā vī śāmala hai tāṃki dūjiāṃ nūṃ inafaikaśana toṃ bacāiā jā sake.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/6618661428909664636.wav,"hasapatāla ne inafaikaśana de niyaṃtrana laī proṭokola dā pālaṇa kītā hai, jisa vicca marīza nūṃ bākīāṃ toṃ alagga karanā vī śāmala hai tāṃki dūjiāṃ nūṃ inafaikaśana toṃ bacāiā jā sake.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/12912566837581835775.wav,haitīana iṃsaṭīciūṭa phāra jasaṭisa aiṃḍa ḍaimokaresī ne sutaṃtara adhiaināṃ dā havālā dittā hai jo iha sujhāa diṃde hana ki nepālī saṃyukata rāśaṭara dī śāṃtī rakkhiaka baṭālīana ne agiāta rūpa vicca haitī dī bimārī liāṃdī.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/11729037174117394998.wav,haitīana iṃsaṭīciūṭa phāra jasaṭisa aiṃḍa ḍaimokaresī ne sutaṃtara adhiaināṃ dā havālā dittā hai jo iha sujhāa diṃde hana ki nepālī saṃyukata rāśaṭara dī śāṃtī rakkhiaka baṭālīana ne agiāta rūpa vicca haitī dī bimārī liāṃdī.,A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4590113018738545748.wav,"sainikāṃ de āuṇa toṃ pahilāṃ, 1800 de dahāke takka haitī nūṃ bimārī saṃbaṃdhī samassiāvāṃ dā sāhamaṇā nahīṃ karanā piā sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/4064071917631196602.wav,"sainikāṃ de āuṇa toṃ pahilāṃ, 1800 de dahāke takka haitī nūṃ bimārī saṃbaṃdhī samassiāvāṃ dā sāhamaṇā nahīṃ karanā piā sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_p/3078015822294982117.wav,"sainikāṃ de āuṇa toṃ pahilāṃ, 1800 de dahāke takka haitī nūṃ bimārī saṃbaṃdhī samassiāvāṃ dā sāhamaṇā nahīṃ karanā piā sī.",A female speaker speaks clearly in Punjabi with a natural tone and moderate pace in a quiet environment.
